Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis
guerrilla gardening (no pl);heimliche Pflanzaktion;passiv;6/B6;III;s;;
urban;(groß)städtisch, urban;aktiv;6/B6;III;a;;
section;Teil, Abschnitt, Abteilung;passiv;6/B6;III;s;;
out and about;auf den Beinen sein;passiv;6/C1;III;ph;;
haggis (no pl);schottisches Gericht;passiv;6/C1;III;s;;
cathedral;Kathedrale, Dom, Münster;aktiv;6/C1;III;s;;
necropolis;Totenstadt, Gräberfeld;passiv;6/C1;III;s;;
award;Preis, Auszeichnung;passiv;6/C3;III;s;;
level;Niveau, Höhe, Ebene, Stufe;passiv;6/C3;III;s;;
silver;Silber(-), silbern;aktiv;6/C3;III;s/a;;
to achieve;erreichen, erlangen, erzielen;aktiv;6/C3;III;v;Leon has achieved what he wanted to. He worked hard and was very successful.;
to volunteer;sich freiwillig melden, hier: ehrenamtlich tätig sein;aktiv;6/C3;III;v;Ed volunteers every week at the charity shop.;
physical;körperlich, physisch;aktiv;6/C3;III;a;;
skill;Geschick, hier: Fähigkeit, Fertigkeit;aktiv;6/C3;III;s;;
residential;Wohn-, Aufenthalts-;passiv;6/C3;III;a;;
conservation (no pl);Schutz, Erhaltung;passiv;6/C3;III;s;;
charity;Barmherzigkeit, Mildtätigkeit, hier: Wohltätigkeitsorganisation;passiv;6/C3;III;s;;
Olympic;olympisch;passiv;6/C3;III;a;;
rock climbing (no pl);Klettern;passiv;6/C3;III;s;;
wheelchair;Rollstuhl;passiv;6/C3;III;s;;
practical;praktisch, auf die Praxis bezogen;passiv;6/C3;III;a;;
musical;musikalisch, Musik-;aktiv;6/C3;III;a;Do you play a musical instrument?;
fine art (no pl);schöne Künste;passiv;6/C3;III;s;;
to sail;(auf dem Wasser) fahren/reisen, segeln;passiv;6/C3;III;v;;
